Numero_cliente,Fecha_Update,Estatus,Motivo,Tasa_Interes,Importe,Id_product,CAT,TXN,CP,Puntuacion,canal_venta
2261,"viernes, 22 de noviembre de 2019",APPROVED,PLASTIC,30,6600,4,40,0,0,Sin Puntuación,Marketing
2266,"jueves, 21 de noviembre de 2019",APPROVED,PLASTIC,37,700,6,45,0,0,Sin Puntuación,Servicio al cliente
2272,"jueves, 21 de noviembre de 2019",APPROVED,PLASTIC,40,75400,7,32,0,0,Sin Puntuación,Servicio al cliente
2274,"martes, 12 de noviembre de 2019",APPROVED,PLASTIC,49,10100,6,43,0,0,Sin Puntuación,Servicio al cliente
2292,"lunes, 16 de diciembre de 2019",APPROVED,PLASTIC,40,9500,4,49,0,0,Sin Puntuación,Marketing
2299,"lunes, 25 de noviembre de 2019",APPROVED,PLASTIC,42,61600,1,30,0,0,Sin Puntuación,Operaciones
2301,"domingo, 24 de noviembre de 2019",APPROVED,PLASTIC,45,4500,9,49,0,0,Sin Puntuación,Servicio al cliente
2318,"martes, 3 de diciembre de 2019",APPROVED,PLASTIC,39,26000,3,37,0,0,Sin Puntuación,Servicio al cliente
2327,"martes, 26 de noviembre de 2019",APPROVED,PLASTIC,30,19400,3,49,0,0,Sin Puntuación,Servicio al cliente
2329,"martes, 19 de noviembre de 2019",APPROVED,PLASTIC,33,34500,6,37,0,0,Sin Puntuación,Servicio al cliente
2343,"jueves, 28 de noviembre de 2019",APPROVED,PLASTIC,48,15700,2,48,0,0,Sin Puntuación,Marketing
2355,"martes, 19 de noviembre de 2019",APPROVED,PLASTIC,39,10500,10,39,0,0,Sin Puntuación,Marketing
2375,"lunes, 9 de diciembre de 2019",APPROVED,PLASTIC,33,2900,8,36,0,0,Sin Puntuación,Marketing
2383,"martes, 19 de noviembre de 2019",APPROVED,PLASTIC,39,11800,2,45,0,0,Sin Puntuación,Operaciones
2388,"lunes, 25 de noviembre de 2019",APPROVED,PLASTIC,47,9400,1,46,0,0,Sin Puntuación,Marketing
2408,"miércoles, 20 de noviembre de 2019",APPROVED,PLASTIC,32,9000,3,37,0,0,Sin Puntuación,Operaciones
2431,"jueves, 21 de noviembre de 2019",APPROVED,PLASTIC,44,42400,3,42,0,0,Sin Puntuación,Operaciones
2437,"sábado, 14 de diciembre de 2019",APPROVED,PLASTIC,40,12000,5,43,0,0,Sin Puntuación,Operaciones
2439,"viernes, 22 de noviembre de 2019",APPROVED,PLASTIC,32,20500,2,45,0,0,Sin Puntuación,Marketing
2461,"domingo, 22 de diciembre de 2019",APPROVED,PLASTIC,36,6500,3,35,0,0,Sin Puntuación,Operaciones
2463,"miércoles, 20 de noviembre de 2019",APPROVED,PLASTIC,33,20800,3,40,0,0,Sin Puntuación,Marketing
2466,"lunes, 25 de noviembre de 2019",APPROVED,PLASTIC,38,10900,7,37,0,0,Sin Puntuación,Operaciones
2472,"martes, 19 de noviembre de 2019",APPROVED,PLASTIC,46,17800,1,34,0,0,Sin Puntuación,Operaciones
2485,"lunes, 9 de diciembre de 2019",APPROVED,PLASTIC,48,24000,6,46,0,0,Sin Puntuación,Operaciones
2497,"jueves, 21 de noviembre de 2019",APPROVED,PLASTIC,35,900,5,37,0,0,Sin Puntuación,Operaciones
2503,"viernes, 13 de marzo de 2020",APPROVED,PLASTIC,36,13700,1,36,0,0,Sin Puntuación,Operaciones
2513,"viernes, 22 de noviembre de 2019",APPROVED,PLASTIC,32,18600,3,47,0,0,Sin Puntuación,Operaciones
2514,"sábado, 23 de noviembre de 2019",APPROVED,PLASTIC,42,900,2,35,0,0,Sin Puntuación,Servicio al cliente
2519,"jueves, 28 de noviembre de 2019",APPROVED,PLASTIC,48,15100,3,46,0,0,Sin Puntuación,Servicio al cliente
2521,"sábado, 23 de noviembre de 2019",APPROVED,PLASTIC,48,2700,2,42,0,0,Sin Puntuación,Operaciones
2528,"miércoles, 20 de noviembre de 2019",APPROVED,PLASTIC,46,2100,7,31,0,0,Sin Puntuación,Operaciones
2542,"viernes, 29 de noviembre de 2019",APPROVED,PLASTIC,30,56500,1,39,0,0,Sin Puntuación,Servicio al cliente
2546,"miércoles, 27 de noviembre de 2019",APPROVED,PLASTIC,38,24500,5,46,0,0,Sin Puntuación,Servicio al cliente
2547,"martes, 12 de noviembre de 2019",APPROVED,PLASTIC,44,14100,9,39,0,0,Sin Puntuación,Operaciones
2563,"domingo, 24 de noviembre de 2019",APPROVED,PLASTIC,44,13000,10,35,0,0,Sin Puntuación,Operaciones
2564,"martes, 12 de noviembre de 2019",APPROVED,PLASTIC,46,600,10,36,0,0,Sin Puntuación,Marketing
2574,"martes, 19 de noviembre de 2019",APPROVED,PLASTIC,30,13100,5,32,0,0,Sin Puntuación,Operaciones
2577,"domingo, 12 de julio de 2020",APPROVED,PLASTIC,42,2200,8,30,0,0,Sin Puntuación,Servicio al cliente
2579,"domingo, 1 de marzo de 2020",APPROVED,PLASTIC,36,11000,3,46,0,0,Sin Puntuación,Marketing
2582,"viernes, 29 de noviembre de 2019",APPROVED,PLASTIC,40,5200,1,33,0,0,Sin Puntuación,Servicio al cliente
2584,"viernes, 29 de noviembre de 2019",APPROVED,PLASTIC,48,24200,5,47,0,0,Sin Puntuación,Servicio al cliente
2587,"jueves, 26 de diciembre de 2019",APPROVED,PLASTIC,37,4000,1,38,0,0,Sin Puntuación,Servicio al cliente
2602,"miércoles, 1 de enero de 2020",APPROVED,PLASTIC,44,10700,1,41,0,0,Sin Puntuación,Operaciones
2609,"martes, 12 de noviembre de 2019",APPROVED,PLASTIC,40,7400,5,35,0,0,Sin Puntuación,Servicio al cliente
2621,"martes, 19 de noviembre de 2019",APPROVED,PLASTIC,47,5400,7,48,0,0,Sin Puntuación,Operaciones
2624,"miércoles, 20 de noviembre de 2019",APPROVED,PLASTIC,41,5100,9,48,0,0,Sin Puntuación,Servicio al cliente
2640,"miércoles, 20 de noviembre de 2019",APPROVED,PLASTIC,43,20300,3,30,0,0,Sin Puntuación,Operaciones
2652,"sábado, 23 de noviembre de 2019",APPROVED,PLASTIC,49,11800,7,46,0,0,Sin Puntuación,Operaciones
2676,"jueves, 21 de noviembre de 2019",APPROVED,PLASTIC,37,5600,8,30,0,0,Sin Puntuación,Marketing
2685,"martes, 26 de noviembre de 2019",APPROVED,PLASTIC,32,42400,5,45,0,0,Sin Puntuación,Marketing
2707,"martes, 19 de noviembre de 2019",APPROVED,PLASTIC,34,10600,4,37,0,0,Sin Puntuación,Servicio al cliente
2708,"sábado, 23 de noviembre de 2019",APPROVED,PLASTIC,44,10900,8,33,0,0,Sin Puntuación,Marketing
2714,"domingo, 12 de abril de 2020",APPROVED,PLASTIC,40,19600,8,47,0,0,Sin Puntuación,Marketing
2725,"viernes, 6 de diciembre de 2019",APPROVED,PLASTIC,42,6400,8,46,0,0,Sin Puntuación,Servicio al cliente
2730,"viernes, 22 de noviembre de 2019",APPROVED,PLASTIC,40,35000,3,32,0,0,Sin Puntuación,Operaciones
2731,"viernes, 29 de noviembre de 2019",APPROVED,PLASTIC,37,15400,8,42,0,0,Sin Puntuación,Operaciones
2734,"martes, 10 de diciembre de 2019",APPROVED,PLASTIC,47,7700,8,40,0,0,Sin Puntuación,Marketing
2751,"lunes, 25 de noviembre de 2019",APPROVED,PLASTIC,35,28800,10,30,0,0,Sin Puntuación,Servicio al cliente
2754,"viernes, 24 de enero de 2020",APPROVED,PLASTIC,49,1400,5,45,0,0,Sin Puntuación,Operaciones
2757,"sábado, 23 de noviembre de 2019",APPROVED,PLASTIC,37,5100,3,30,0,0,Sin Puntuación,Operaciones
2794,"miércoles, 11 de diciembre de 2019",APPROVED,PLASTIC,48,4600,10,34,0,0,Sin Puntuación,Servicio al cliente
2799,"martes, 19 de noviembre de 2019",APPROVED,PLASTIC,48,500,5,44,0,0,Sin Puntuación,Operaciones
2810,"lunes, 16 de diciembre de 2019",APPROVED,PLASTIC,34,22300,10,36,0,0,Sin Puntuación,Servicio al cliente
2825,"miércoles, 27 de noviembre de 2019",APPROVED,PLASTIC,32,6700,2,43,0,0,Sin Puntuación,Servicio al cliente
2833,"sábado, 29 de febrero de 2020",APPROVED,PLASTIC,32,27000,2,33,0,0,Sin Puntuación,Marketing
2852,"jueves, 16 de enero de 2020",APPROVED,PLASTIC,37,1200,8,42,0,0,Sin Puntuación,Marketing
2865,"sábado, 8 de febrero de 2020",APPROVED,PLASTIC,44,37600,10,48,0,0,Sin Puntuación,Servicio al cliente
2872,"martes, 19 de noviembre de 2019",APPROVED,PLASTIC,36,22400,9,34,0,0,Sin Puntuación,Operaciones
2883,"domingo, 24 de noviembre de 2019",APPROVED,PLASTIC,46,1500,1,39,0,0,Sin Puntuación,Servicio al cliente
2890,"viernes, 22 de noviembre de 2019",APPROVED,PLASTIC,45,1500,9,37,0,0,Sin Puntuación,Operaciones
2892,"lunes, 25 de noviembre de 2019",APPROVED,PLASTIC,32,7700,9,48,0,0,Sin Puntuación,Marketing
2903,"viernes, 22 de noviembre de 2019",APPROVED,PLASTIC,41,3100,3,48,0,0,Sin Puntuación,Marketing
2904,"jueves, 21 de noviembre de 2019",APPROVED,PLASTIC,41,1600,5,42,0,0,Sin Puntuación,Marketing
2908,"martes, 12 de noviembre de 2019",APPROVED,PLASTIC,35,72900,2,46,0,0,Sin Puntuación,Operaciones
2909,"martes, 12 de noviembre de 2019",APPROVED,PLASTIC,40,1200,1,35,0,0,Sin Puntuación,Servicio al cliente
2939,"domingo, 1 de diciembre de 2019",APPROVED,PLASTIC,31,11200,4,45,0,0,Sin Puntuación,Servicio al cliente
2940,"lunes, 25 de noviembre de 2019",APPROVED,PLASTIC,41,38500,10,42,0,0,Sin Puntuación,Servicio al cliente
2942,"miércoles, 20 de noviembre de 2019",APPROVED,PLASTIC,47,46300,1,38,0,0,Sin Puntuación,Operaciones
2944,"jueves, 5 de diciembre de 2019",APPROVED,PLASTIC,36,14400,6,42,0,0,Sin Puntuación,Marketing
2946,"martes, 12 de noviembre de 2019",APPROVED,PLASTIC,41,32000,3,41,0,0,Sin Puntuación,Operaciones
2948,"jueves, 12 de diciembre de 2019",APPROVED,PLASTIC,31,19400,10,37,0,0,Sin Puntuación,Servicio al cliente
2956,"martes, 19 de noviembre de 2019",APPROVED,PLASTIC,44,1800,4,33,0,0,Sin Puntuación,Operaciones
2961,"miércoles, 20 de noviembre de 2019",APPROVED,PLASTIC,49,5500,7,39,0,0,Sin Puntuación,Marketing
2966,"martes, 12 de noviembre de 2019",APPROVED,PLASTIC,35,36000,8,41,0,0,Sin Puntuación,Servicio al cliente
2985,"viernes, 29 de noviembre de 2019",APPROVED,PLASTIC,48,2200,10,30,0,0,Sin Puntuación,Servicio al cliente
2999,"lunes, 25 de noviembre de 2019",APPROVED,PLASTIC,36,16500,5,33,0,0,Sin Puntuación,Marketing
3000,"martes, 3 de diciembre de 2019",APPROVED,PLASTIC,37,6000,9,35,0,0,Sin Puntuación,Marketing
3005,"sábado, 18 de enero de 2020",APPROVED,PLASTIC,39,11100,10,48,0,0,Sin Puntuación,Marketing
3019,"jueves, 5 de diciembre de 2019",APPROVED,PLASTIC,47,1800,5,43,0,0,Sin Puntuación,Operaciones
3020,"domingo, 24 de noviembre de 2019",APPROVED,PLASTIC,35,2300,1,42,0,0,Sin Puntuación,Servicio al cliente
3042,"domingo, 8 de diciembre de 2019",APPROVED,PLASTIC,49,11300,3,48,0,0,Sin Puntuación,Servicio al cliente
3044,"martes, 12 de noviembre de 2019",APPROVED,PLASTIC,46,2900,4,39,0,0,Sin Puntuación,Operaciones
3052,"martes, 12 de noviembre de 2019",APPROVED,PLASTIC,49,18500,9,38,0,0,Sin Puntuación,Servicio al cliente
3073,"miércoles, 20 de noviembre de 2019",APPROVED,PLASTIC,30,18700,3,33,0,0,Sin Puntuación,Operaciones
3083,"jueves, 21 de noviembre de 2019",APPROVED,PLASTIC,34,48100,3,41,0,0,Sin Puntuación,Operaciones
3085,"viernes, 29 de noviembre de 2019",APPROVED,PLASTIC,37,3700,4,40,0,0,Sin Puntuación,Operaciones
3100,"viernes, 13 de diciembre de 2019",APPROVED,PLASTIC,34,7100,8,46,0,0,Sin Puntuación,Marketing
3119,"jueves, 8 de julio de 2021",APPROVED,PLASTIC,35,25800,4,32,0,0,Sin Puntuación,Marketing
3134,"jueves, 21 de noviembre de 2019",APPROVED,PLASTIC,31,9100,5,36,0,0,Sin Puntuación,Operaciones
3143,"miércoles, 20 de noviembre de 2019",APPROVED,PLASTIC,35,6500,3,44,0,0,Sin Puntuación,Marketing
3156,"viernes, 22 de noviembre de 2019",APPROVED,PLASTIC,30,1900,6,32,0,0,Sin Puntuación,Operaciones
3160,"miércoles, 18 de marzo de 2020",APPROVED,PLASTIC,36,10100,10,41,0,0,Sin Puntuación,Servicio al cliente
3179,"martes, 12 de noviembre de 2019",APPROVED,PLASTIC,36,40900,10,35,0,0,Sin Puntuación,Marketing
3188,"martes, 19 de noviembre de 2019",APPROVED,PLASTIC,33,17500,6,32,0,0,Sin Puntuación,Operaciones
3193,"domingo, 15 de diciembre de 2019",APPROVED,PLASTIC,30,28600,7,30,0,0,Sin Puntuación,Servicio al cliente
3198,"jueves, 5 de marzo de 2020",APPROVED,PLASTIC,34,22300,6,48,0,0,Sin Puntuación,Marketing
3208,"jueves, 5 de diciembre de 2019",APPROVED,PLASTIC,39,16100,1,44,0,0,Sin Puntuación,Marketing
3219,"miércoles, 4 de diciembre de 2019",APPROVED,PLASTIC,48,27200,2,36,0,0,Sin Puntuación,Servicio al cliente
3237,"sábado, 7 de marzo de 2020",APPROVED,PLASTIC,42,12200,2,48,0,0,Sin Puntuación,Operaciones
3244,"sábado, 14 de diciembre de 2019",APPROVED,PLASTIC,45,1700,1,38,0,0,Sin Puntuación,Servicio al cliente
3264,"miércoles, 20 de noviembre de 2019",APPROVED,PLASTIC,47,31000,5,38,0,0,Sin Puntuación,Operaciones
3271,"jueves, 21 de noviembre de 2019",APPROVED,PLASTIC,47,79700,6,40,0,0,Sin Puntuación,Operaciones
3280,"miércoles, 20 de noviembre de 2019",APPROVED,PLASTIC,49,4000,10,45,0,0,Sin Puntuación,Operaciones
3293,"viernes, 29 de noviembre de 2019",APPROVED,PLASTIC,46,4700,10,47,0,0,Sin Puntuación,Servicio al cliente
3294,"jueves, 12 de diciembre de 2019",APPROVED,PLASTIC,43,300,8,41,0,0,Sin Puntuación,Marketing
3303,"martes, 3 de diciembre de 2019",APPROVED,PLASTIC,32,2100,7,41,0,0,Sin Puntuación,Operaciones
3304,"martes, 19 de noviembre de 2019",APPROVED,PLASTIC,46,2000,2,41,0,0,Sin Puntuación,Operaciones
3309,"martes, 7 de enero de 2020",APPROVED,PLASTIC,46,4500,3,40,0,0,Sin Puntuación,Marketing
3316,"sábado, 23 de noviembre de 2019",APPROVED,PLASTIC,49,43100,8,41,0,0,Sin Puntuación,Operaciones
3320,"miércoles, 20 de noviembre de 2019",APPROVED,PLASTIC,32,15900,7,47,0,0,Sin Puntuación,Servicio al cliente
3327,"lunes, 25 de noviembre de 2019",APPROVED,PLASTIC,42,5900,10,40,0,0,Sin Puntuación,Operaciones
3335,"martes, 12 de noviembre de 2019",APPROVED,PLASTIC,42,24900,9,31,0,0,Sin Puntuación,Marketing
3337,"domingo, 22 de diciembre de 2019",APPROVED,PLASTIC,48,3900,10,45,0,0,Sin Puntuación,Servicio al cliente
3339,"martes, 19 de noviembre de 2019",APPROVED,PLASTIC,35,17300,3,47,0,0,Sin Puntuación,Marketing
3342,"martes, 19 de noviembre de 2019",APPROVED,PLASTIC,32,6300,10,33,0,0,Sin Puntuación,Servicio al cliente
3345,"sábado, 23 de noviembre de 2019",APPROVED,PLASTIC,37,1900,4,36,0,0,Sin Puntuación,Servicio al cliente
3351,"miércoles, 20 de noviembre de 2019",APPROVED,PLASTIC,47,12600,2,42,0,0,Sin Puntuación,Marketing
3367,"jueves, 28 de noviembre de 2019",APPROVED,PLASTIC,37,7200,5,44,0,0,Sin Puntuación,Servicio al cliente
3373,"martes, 12 de noviembre de 2019",APPROVED,PLASTIC,32,1300,10,48,0,0,Sin Puntuación,Servicio al cliente
3387,"domingo, 15 de diciembre de 2019",APPROVED,PLASTIC,31,4900,9,34,0,0,Sin Puntuación,Marketing
3391,"miércoles, 8 de enero de 2020",APPROVED,PLASTIC,31,8500,10,39,0,0,Sin Puntuación,Servicio al cliente
3396,"jueves, 28 de noviembre de 2019",APPROVED,PLASTIC,47,25400,9,42,0,0,Sin Puntuación,Marketing
3402,"viernes, 22 de noviembre de 2019",APPROVED,PLASTIC,45,22900,2,35,0,0,Sin Puntuación,Operaciones
3405,"viernes, 29 de noviembre de 2019",APPROVED,PLASTIC,41,14600,10,37,0,0,Sin Puntuación,Servicio al cliente
3407,"miércoles, 27 de noviembre de 2019",APPROVED,PLASTIC,41,9100,5,40,0,0,Sin Puntuación,Operaciones
3411,"martes, 19 de noviembre de 2019",APPROVED,PLASTIC,42,15700,8,32,0,0,Sin Puntuación,Servicio al cliente
3419,"miércoles, 27 de noviembre de 2019",APPROVED,PLASTIC,49,2500,6,44,0,0,Sin Puntuación,Operaciones
3427,"miércoles, 18 de diciembre de 2019",APPROVED,PLASTIC,34,10200,1,45,0,0,Sin Puntuación,Operaciones
3446,"jueves, 21 de noviembre de 2019",APPROVED,PLASTIC,45,13000,4,40,0,0,Sin Puntuación,Operaciones
3450,"martes, 26 de noviembre de 2019",APPROVED,PLASTIC,46,14000,1,38,0,0,Sin Puntuación,Marketing
3475,"viernes, 27 de marzo de 2020",APPROVED,PLASTIC,46,400,9,33,0,0,Sin Puntuación,Operaciones
3477,"sábado, 23 de noviembre de 2019",APPROVED,PLASTIC,49,25000,10,38,0,0,Sin Puntuación,Servicio al cliente
3483,"martes, 17 de diciembre de 2019",APPROVED,PLASTIC,45,13500,9,41,0,0,Sin Puntuación,Operaciones
3500,"miércoles, 18 de diciembre de 2019",APPROVED,PLASTIC,36,4900,1,38,0,0,Sin Puntuación,Servicio al cliente
3510,"sábado, 23 de noviembre de 2019",APPROVED,PLASTIC,41,16800,5,43,0,0,Sin Puntuación,Marketing
3512,"martes, 19 de noviembre de 2019",APPROVED,PLASTIC,40,7400,10,30,0,0,Sin Puntuación,Servicio al cliente
3515,"jueves, 21 de noviembre de 2019",APPROVED,PLASTIC,35,1100,2,31,0,0,Sin Puntuación,Servicio al cliente
3525,"miércoles, 27 de noviembre de 2019",APPROVED,PLASTIC,43,10100,10,49,0,0,Sin Puntuación,Operaciones
3528,"viernes, 14 de febrero de 2020",APPROVED,PLASTIC,49,11600,5,46,0,0,Sin Puntuación,Operaciones
3529,"jueves, 21 de noviembre de 2019",APPROVED,PLASTIC,49,3300,7,46,0,0,Sin Puntuación,Operaciones
3535,"jueves, 21 de noviembre de 2019",APPROVED,PLASTIC,36,25500,7,43,0,0,Sin Puntuación,Servicio al cliente
3537,"martes, 12 de noviembre de 2019",APPROVED,PLASTIC,39,2600,4,47,0,0,Sin Puntuación,Servicio al cliente
3540,"domingo, 24 de noviembre de 2019",APPROVED,PLASTIC,32,23700,5,37,0,0,Sin Puntuación,Marketing
3546,"sábado, 23 de noviembre de 2019",APPROVED,PLASTIC,41,3800,10,34,0,0,Sin Puntuación,Servicio al cliente
3551,"jueves, 21 de noviembre de 2019",APPROVED,PLASTIC,38,7900,10,36,0,0,Sin Puntuación,Operaciones
3562,"viernes, 13 de diciembre de 2019",APPROVED,PLASTIC,35,3700,2,42,0,0,Sin Puntuación,Marketing
3600,"sábado, 7 de diciembre de 2019",APPROVED,PLASTIC,38,15100,1,31,0,0,Sin Puntuación,Operaciones
3609,"lunes, 6 de enero de 2020",APPROVED,PLASTIC,33,13200,9,46,0,0,Sin Puntuación,Marketing
3610,"martes, 19 de noviembre de 2019",APPROVED,PLASTIC,43,6500,7,40,0,0,Sin Puntuación,Operaciones
3612,"domingo, 29 de diciembre de 2019",APPROVED,PLASTIC,39,11800,2,47,0,0,Sin Puntuación,Operaciones
3616,"martes, 3 de diciembre de 2019",APPROVED,PLASTIC,43,6200,3,31,0,0,Sin Puntuación,Marketing
3622,"lunes, 25 de noviembre de 2019",APPROVED,PLASTIC,45,11400,7,44,0,0,Sin Puntuación,Operaciones
3633,"martes, 10 de diciembre de 2019",APPROVED,PLASTIC,48,26000,8,45,0,0,Sin Puntuación,Marketing
3635,"jueves, 21 de noviembre de 2019",APPROVED,PLASTIC,36,38600,6,32,0,0,Sin Puntuación,Servicio al cliente
3636,"lunes, 16 de diciembre de 2019",APPROVED,PLASTIC,47,12500,9,37,0,0,Sin Puntuación,Marketing
3646,"miércoles, 20 de noviembre de 2019",APPROVED,PLASTIC,47,5700,7,36,0,0,Sin Puntuación,Servicio al cliente
3662,"martes, 19 de noviembre de 2019",APPROVED,PLASTIC,35,51300,1,41,0,0,Sin Puntuación,Marketing
3664,"miércoles, 27 de noviembre de 2019",APPROVED,PLASTIC,43,1800,10,34,0,0,Sin Puntuación,Operaciones
3687,"jueves, 21 de noviembre de 2019",APPROVED,PLASTIC,43,9400,10,37,0,0,Sin Puntuación,Marketing
3689,"martes, 19 de noviembre de 2019",APPROVED,PLASTIC,38,15600,7,33,0,0,Sin Puntuación,Servicio al cliente
3704,"jueves, 21 de noviembre de 2019",APPROVED,PLASTIC,48,9600,10,44,0,0,Sin Puntuación,Servicio al cliente
3705,"martes, 3 de diciembre de 2019",APPROVED,PLASTIC,33,9400,3,37,0,0,Sin Puntuación,Servicio al cliente
3708,"jueves, 28 de noviembre de 2019",APPROVED,PLASTIC,48,18800,7,36,0,0,Sin Puntuación,Operaciones
3713,"lunes, 2 de diciembre de 2019",APPROVED,PLASTIC,46,18600,3,44,0,0,Sin Puntuación,Operaciones
3720,"jueves, 30 de enero de 2020",APPROVED,PLASTIC,42,15300,10,44,0,0,Sin Puntuación,Operaciones
3726,"viernes, 20 de diciembre de 2019",APPROVED,PLASTIC,48,29200,4,46,0,0,Sin Puntuación,Operaciones
3727,"martes, 19 de noviembre de 2019",APPROVED,PLASTIC,32,4500,8,36,0,0,Sin Puntuación,Marketing
3768,"domingo, 8 de diciembre de 2019",APPROVED,PLASTIC,40,2900,9,42,0,0,Sin Puntuación,Servicio al cliente
3769,"viernes, 29 de noviembre de 2019",APPROVED,PLASTIC,44,9800,9,44,0,0,Sin Puntuación,Operaciones
3778,"martes, 12 de noviembre de 2019",APPROVED,PLASTIC,33,9400,3,47,0,0,Sin Puntuación,Operaciones
3790,"martes, 21 de enero de 2020",APPROVED,PLASTIC,48,13200,5,31,0,0,Sin Puntuación,Operaciones
3823,"sábado, 23 de noviembre de 2019",APPROVED,PLASTIC,49,1800,1,43,0,0,Sin Puntuación,Marketing
3825,"miércoles, 27 de noviembre de 2019",APPROVED,PLASTIC,43,26300,4,30,0,0,Sin Puntuación,Servicio al cliente
3835,"viernes, 22 de noviembre de 2019",APPROVED,PLASTIC,40,8900,6,35,0,0,Sin Puntuación,Servicio al cliente
3858,"martes, 26 de noviembre de 2019",APPROVED,PLASTIC,33,4900,8,35,0,0,Sin Puntuación,Operaciones
3859,"miércoles, 27 de noviembre de 2019",APPROVED,PLASTIC,46,15400,8,32,0,0,Sin Puntuación,Marketing
3861,"martes, 19 de noviembre de 2019",APPROVED,PLASTIC,34,19600,2,33,0,0,Sin Puntuación,Marketing
3869,"miércoles, 20 de noviembre de 2019",APPROVED,PLASTIC,30,1900,4,44,0,0,Sin Puntuación,Servicio al cliente
3880,"domingo, 1 de diciembre de 2019",APPROVED,PLASTIC,48,25600,6,42,0,0,Sin Puntuación,Servicio al cliente
3884,"sábado, 29 de febrero de 2020",APPROVED,PLASTIC,32,29900,3,42,0,0,Sin Puntuación,Marketing
3886,"lunes, 11 de noviembre de 2019",APPROVED,PLASTIC,40,7200,1,38,0,0,Sin Puntuación,Marketing
3895,"viernes, 6 de diciembre de 2019",APPROVED,PLASTIC,42,2400,1,48,0,0,Sin Puntuación,Servicio al cliente
3921,"jueves, 6 de febrero de 2020",APPROVED,PLASTIC,41,2200,2,46,0,0,Sin Puntuación,Operaciones
3926,"lunes, 25 de noviembre de 2019",APPROVED,PLASTIC,36,17400,6,46,0,0,Sin Puntuación,Servicio al cliente
3937,"jueves, 21 de noviembre de 2019",APPROVED,PLASTIC,37,4700,10,32,0,0,Sin Puntuación,Operaciones
3962,"martes, 12 de noviembre de 2019",APPROVED,PLASTIC,32,19900,1,43,0,0,Sin Puntuación,Servicio al cliente
3969,"martes, 12 de noviembre de 2019",APPROVED,PLASTIC,36,200,7,33,0,0,Sin Puntuación,Marketing
3970,"jueves, 28 de noviembre de 2019",APPROVED,PLASTIC,42,1900,6,39,0,0,Sin Puntuación,Marketing
3982,"viernes, 20 de diciembre de 2019",APPROVED,PLASTIC,37,18100,4,47,0,0,Sin Puntuación,Operaciones
3984,"martes, 12 de noviembre de 2019",APPROVED,PLASTIC,40,2500,2,32,0,0,Sin Puntuación,Servicio al cliente
3992,"martes, 17 de diciembre de 2019",APPROVED,PLASTIC,40,12700,7,45,0,0,Sin Puntuación,Operaciones
3993,"martes, 19 de noviembre de 2019",APPROVED,PLASTIC,34,43200,3,32,0,0,Sin Puntuación,Marketing
4037,"jueves, 21 de noviembre de 2019",APPROVED,PLASTIC,37,29000,3,43,0,0,Sin Puntuación,Operaciones
4038,"martes, 19 de noviembre de 2019",APPROVED,PLASTIC,43,4200,8,46,0,0,Sin Puntuación,Servicio al cliente
4045,"jueves, 21 de noviembre de 2019",APPROVED,PLASTIC,36,4800,4,47,0,0,Sin Puntuación,Marketing
4052,"sábado, 23 de noviembre de 2019",APPROVED,PLASTIC,36,8800,3,46,0,0,Sin Puntuación,Servicio al cliente
4087,"viernes, 22 de noviembre de 2019",APPROVED,PLASTIC,33,8200,9,45,0,0,Sin Puntuación,Servicio al cliente
4098,"martes, 17 de diciembre de 2019",APPROVED,PLASTIC,47,32500,9,30,0,0,Sin Puntuación,Operaciones
4128,"lunes, 2 de diciembre de 2019",APPROVED,PLASTIC,32,27500,6,47,0,0,Sin Puntuación,Marketing
4161,"martes, 19 de noviembre de 2019",APPROVED,PLASTIC,48,25000,9,42,0,0,Sin Puntuación,Operaciones
4172,"sábado, 23 de noviembre de 2019",APPROVED,PLASTIC,44,32600,3,41,0,0,Sin Puntuación,Servicio al cliente
4189,"martes, 7 de enero de 2020",APPROVED,PLASTIC,31,24000,6,41,0,0,Sin Puntuación,Marketing
4193,"sábado, 23 de noviembre de 2019",APPROVED,PLASTIC,37,8900,7,45,0,0,Sin Puntuación,Servicio al cliente
4198,"sábado, 30 de noviembre de 2019",APPROVED,PLASTIC,44,1700,2,33,0,0,Sin Puntuación,Operaciones
4200,"lunes, 2 de diciembre de 2019",APPROVED,PLASTIC,40,37200,1,30,0,0,Sin Puntuación,Servicio al cliente
4202,"jueves, 28 de noviembre de 2019",APPROVED,PLASTIC,41,12800,5,39,0,0,Sin Puntuación,Marketing
4203,"jueves, 5 de diciembre de 2019",APPROVED,PLASTIC,44,15200,6,38,0,0,Sin Puntuación,Servicio al cliente
4209,"lunes, 17 de febrero de 2020",APPROVED,PLASTIC,44,12200,8,40,0,0,Sin Puntuación,Servicio al cliente
4223,"sábado, 23 de noviembre de 2019",APPROVED,PLASTIC,46,1900,1,39,0,0,Sin Puntuación,Servicio al cliente
4228,"martes, 12 de noviembre de 2019",APPROVED,PLASTIC,43,10400,10,46,0,0,Sin Puntuación,Marketing
4257,"jueves, 21 de noviembre de 2019",APPROVED,PLASTIC,37,20500,2,46,0,0,Sin Puntuación,Operaciones
4265,"sábado, 23 de noviembre de 2019",APPROVED,PLASTIC,32,1700,5,47,0,0,Sin Puntuación,Servicio al cliente
4267,"jueves, 28 de noviembre de 2019",APPROVED,PLASTIC,44,19900,9,40,0,0,Sin Puntuación,Servicio al cliente
